student_id,diagnostic_score,assignment_avg,quiz_avg,uts_score,learning_speed,visual_preference,audio_preference,interest,observation_note
S019,78.17675451960909,81.153686456343,92.02668336981372,64.80706943278673,0.730291370210866,0.05338193262717539,0.3283612050046888,Game,Aktif berdiskusi
S020,64.2511113352062,67.513043776539,64.40966558790464,66.42932463410392,0.964498605637576,0.5911438161109712,0.5354347898300031,Olahraga,Mampu bekerja mandiri
S021,62.22706454682109,53.41607779660701,52.647537610672025,57.83297226398854,0.429156981505644,0.6807145267995064,0.8485604887736246,Musik,Perlu contoh tambahan
S022,54.786056833940876,55.267266217954756,70.68913452434474,73.24501082074913,0.9398467434496218,0.39363045683202824,0.652587340560102,Game,Cepat memahami konsep
S023,83.33812008011046,58.047120281979055,71.29995025957648,60.63023127522908,0.21988759310900508,0.3179910969520494,0.8043918279470774,Game,Cepat memahami konsep
S024,62.682057768967965,76.46308967269893,88.38781362860655,49.84151930725852,0.6441584338614598,0.5045262370222301,0.5327222760657402,Musik,Perlu bimbingan
S025,58.57508266755339,71.85153456891734,80.52666868871867,49.108873959525326,0.7071800893448681,0.8750049422346086,0.6329176292676207,Sains,Mampu bekerja mandiri
S026,59.717996742676554,78.97630960288099,73.35306588724264,69.41623084810968,0.28471792300060267,0.851131626822206,0.2881556141824617,Game,Mampu bekerja mandiri
S027,72.98463778330023,64.44571559762505,89.94954336829343,89.10727758974609,0.3122716776511301,0.04347506201279194,0.7348931623102908,Teknologi,Aktif berdiskusi
S028,70.48166096546117,72.06101598399728,50.168554185157234,69.23988259002813,0.535291455453043,0.18149840959652408,0.20240459312571835,Game,Aktif berdiskusi
S029,71.19098917393983,78.13267512157537,58.40372700875378,65.33906343446165,0.9729855297145453,0.23674487110439602,0.6947981288184982,Game,Mampu bekerja mandiri
S030,71.46231504511825,65.9784949836369,54.10136087891713,71.0015659544356,0.6768340425874984,0.24938757583221183,0.8607190683258941,Teknologi,Perlu bimbingan
S031,97.12471401305692,75.93807808824634,62.15285295266348,85.28402438389554,0.946418577280169,0.5712326517427727,0.13210283730154393,Game,Aktif berdiskusi
S032,58.90377475423077,61.39496276613353,47.34970778665537,70.07135501909399,0.8434887324903766,0.4162624257031923,0.6143797405419198,Sains,Mampu bekerja mandiri
S033,57.31635906392694,65.28029999465407,77.52726420221606,61.24701876832768,0.5739052812442332,0.04925411992759399,0.0950957482299346,Sains,Mampu bekerja mandiri
S034,52.79340907628183,65.03740737802173,64.66665954351839,82.48804194083844,0.8278107594017501,0.3736141384595716,0.7257156282714269,Game,Aktif berdiskusi
S035,74.23969133863244,54.45408460734248,45.93790558246013,73.0025901384626,0.2142694271815902,0.5237529487176372,0.08449321882352023,Game,Perlu bimbingan
S036,81.93458439081337,76.33064225021256,52.76631378188688,88.50058388794389,0.287315197412588,0.10167190290371597,0.935939822700626,Teknologi,Cepat memahami konsep
S037,63.290788135176875,63.89776957736459,72.70270771175294,69.56528212110669,0.8635428919061892,0.8334585537885597,0.13740793003780216,Game,Aktif berdiskusi
S038,52.39765284556208,70.16242354345994,80.57189851841572,49.857433555913,0.8374536706601294,0.051961866465104256,0.9588802459090804,Teknologi,Perlu contoh tambahan
S039,52.6327817646314,76.24970656577682,97.9509633753768,47.84577121056069,0.386112593573147,0.9248418690180621,0.8008841760850967,Musik,Cepat memahami konsep
S040,74.75889181737051,75.80490528838928,100.0,90.11299105123749,0.6246156724792429,0.0991131415798755,0.5936820044663541,Teknologi,Aktif berdiskusi
S041,76.14881256805164,78.65000641664622,74.21614149913995,91.13132009096616,0.6848126565600088,0.8435749515977528,0.7826241046295469,Teknologi,Perlu contoh tambahan
S042,73.14731402457792,68.71968870137749,53.15692819952204,64.48673101404358,0.894191163020809,0.9026531439276171,0.7951148389830859,Olahraga,Aktif berdiskusi
S043,55.01735439066958,64.497121943426,36.01930578903036,61.63537750409617,0.6824857258709806,0.9795706805865927,0.9460270628173303,Sains,Mampu bekerja mandiri
S044,68.4824198460008,68.96366325821681,72.01567193515754,87.46022009139082,0.5300572554189442,0.8020258802735936,0.2533833538391872,Olahraga,Perlu contoh tambahan
S045,66.75028713711092,48.064652358545615,55.80588357034511,51.501360451391164,0.49934723472574616,0.7794775407713289,0.5900758953583092,Olahraga,Aktif berdiskusi
S046,68.2803289509352,51.187537858499866,61.76964109730472,54.47382173461843,0.5407056690988079,0.6424832759955477,0.09504919756440122,Sains,Cepat memahami konsep
S047,78.07143166922285,52.804905039392764,58.81854801410288,76.00657512564662,0.7215448204639794,0.778996354578129,0.6161657000241213,Musik,Perlu bimbingan
S048,68.35393323162023,57.03579124118074,65.88813670375423,61.475528279965744,0.89399250540186,0.13455220841314708,0.1712913040927888,Musik,Perlu bimbingan
S049,75.18370344607843,75.19706494740467,83.98970346181466,66.928293865919,0.5631175056610398,0.5360680359476373,0.5649506114724419,Game,Aktif berdiskusi
S050,66.01368604233338,58.228772280319205,70.35572851168017,64.71179942065683,0.3982716503610865,0.5142228701904145,0.5724305140338497,Teknologi,Mampu bekerja mandiri
